target,Predicted_classes,order,edges,mean_eccentr,mean_path_length,graph_energy,modularity,diameter,betw_centr,transitivity,spectral_radius,eigen_centr,deg_centr,mean_degree,min_cut,fiedler_value,normalized_fiedler_value,closeness_centr,deg_assort_coef,graph_name,Graph.Name,Captive,Interaction_type,Data_collection,Species,Data_duration_days,Class,Time_resolution_secs
insecta-ant-colony5-day11,Spatial,152,6716,2.059210526,1.415475776,722.543102,0.145009065,3,0.005235143,0.685521121,93.21877174,0.315108947,0.255838271,88.36842105,32,28.98161189,0.551101075,0.004718685,0.083374343,insecta-ant-colony5-day11,insecta-ant-colony5-day11,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day12,Spatial,133,6057,2.015037594,1.310093415,559.7195514,0.060975777,3,0.008580616,0.786360248,96.44831681,0.239111724,0.219070403,91.08270677,5,4.984369018,0.617057933,0.005861494,0.06203447,insecta-ant-colony5-day12,insecta-ant-colony5-day12,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day13,Spatial,133,5995,2,1.317042607,559.5046968,0.093847124,2,0.006465544,0.780425963,95.2673474,0.232117539,0.241285031,90.15037594,26,23.4529404,0.60374543,0.005827992,0.044262361,insecta-ant-colony5-day13,insecta-ant-colony5-day13,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day14,Spatial,133,6235,1.992481203,1.289701527,564.5983341,0.0764513,2,0.005148407,0.78412213,97.53831604,0.26306629,0.289701527,93.7593985,29,28.22019182,0.644804777,0.005940983,-0.002297557,insecta-ant-colony5-day14,insecta-ant-colony5-day14,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day15,Spatial,133,5990,2,1.317612212,579.9682903,0.106424439,2,0.004787846,0.755639973,93.47196761,0.282963627,0.29488494,90.07518797,41,37.09125801,0.624199696,0.00580639,-0.024071569,insecta-ant-colony5-day15,insecta-ant-colony5-day15,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day16,Spatial,133,5926,2.015037594,1.325017088,560.0926421,0.117347941,3,0.006343587,0.768062587,93.72434724,0.274907529,0.287024379,89.11278195,10,9.971024766,0.600225518,0.005790069,-0.016176696,insecta-ant-colony5-day16,insecta-ant-colony5-day16,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day17,Spatial,133,6082,2,1.307131465,558.0657991,0.100928965,2,0.004276484,0.776552888,95.51448912,0.255924966,0.26167692,91.45864662,41,36.17803406,0.608152537,0.005863439,-0.001216651,insecta-ant-colony5-day17,insecta-ant-colony5-day17,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day18,Spatial,133,6180,2.015037594,1.296081112,567.0238326,0.119271845,3,0.004063414,0.779145377,96.5050671,0.249650171,0.258088403,92.93233083,31,30.56277977,0.623559838,0.005906856,0.00171902,insecta-ant-colony5-day18,insecta-ant-colony5-day18,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day19,Spatial,133,5795,2,1.33982684,573.4991703,0.137757193,2,0.004756096,0.750146802,91.06486685,0.243410048,0.233766234,87.14285714,24,23.83941556,0.569714019,0.005710835,0.034038313,insecta-ant-colony5-day19,insecta-ant-colony5-day19,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day20,Spatial,133,5907,2.015037594,1.32718159,563.7840759,0.13221494,3,0.004713701,0.761081958,92.81823969,0.266074314,0.266461609,88.82706767,20,19.91590189,0.581025962,0.005770825,0.000668836,insecta-ant-colony5-day20,insecta-ant-colony5-day20,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day21,Spatial,132,5923,2,1.314943326,553.3264838,0.120593583,2,0.005018569,0.770616767,93.73412191,0.262276385,0.2691418,89.74242424,27,26.80527645,0.5891725,0.005868411,0.023750527,insecta-ant-colony5-day21,insecta-ant-colony5-day21,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day22,Spatial,89,2937,2,1.25,322.2105218,0.072196237,2,0.004389779,0.808588292,68.27611473,0.192801629,0.193181818,66,15,14.68063658,0.711874285,0.009190305,-0.000335699,insecta-ant-colony5-day22,insecta-ant-colony5-day22,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day23,Spatial,89,2945,2,1.247957099,319.9297374,0.046206773,2,0.009175952,0.819017577,68.91409163,0.212705891,0.21386619,66.17977528,7,6.854791619,0.71954576,0.009223316,-0.018041872,insecta-ant-colony5-day23,insecta-ant-colony5-day23,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day24,Spatial,89,3029,2.483146067,1.237231869,313.8600376,0.02265854,3,0.016708589,0.833216302,70.57109658,0.200217048,0.215143003,68.06741573,2,1.932026111,0.729408204,0.009325807,-0.020725413,insecta-ant-colony5-day24,insecta-ant-colony5-day24,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day25,Spatial,89,2916,2,1.255362615,325.0444189,0.055155229,2,0.004687253,0.810539318,68.20836239,0.207463284,0.198544433,65.52808989,14,13.65518453,0.727279035,0.009163386,0.003339734,insecta-ant-colony5-day25,insecta-ant-colony5-day25,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day26,Spatial,89,2568,2.123595506,1.347548519,324.4856922,0.061866605,3,0.012251742,0.77052142,62.09649721,0.254459371,0.219228805,57.70786517,11,8.834685905,0.536510111,0.008562757,0.124609609,insecta-ant-colony5-day26,insecta-ant-colony5-day26,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day27,Spatial,89,2856,2,1.270684372,300.1279547,0.040009509,2,0.018467096,0.843270071,68.64954827,0.208430823,0.21386619,64.17977528,12,8.117742876,0.497436116,0.009094261,0.173335571,insecta-ant-colony5-day27,insecta-ant-colony5-day27,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day28,Spatial,89,2956,2,1.24514811,311.3997547,0.041367492,2,0.008805829,0.830274164,69.53719742,0.204100733,0.199693565,66.42696629,11,10.08110487,0.701912224,0.009253543,0.030882517,insecta-ant-colony5-day28,insecta-ant-colony5-day28,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day29,Spatial,89,2866,2.224719101,1.273493361,310.8745712,0.042627755,3,0.023707377,0.827099605,68.33060299,0.220618451,0.234039837,64.40449438,2,1.935207207,0.684526414,0.009081416,0.021184926,insecta-ant-colony5-day29,insecta-ant-colony5-day29,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day30,Spatial,89,2861,2.056179775,1.270429009,313.2737115,0.02939622,3,0.014163495,0.823605951,68.02651094,0.216563511,0.223953013,64.29213483,5,4.67556999,0.617685555,0.009081598,0.069252788,insecta-ant-colony5-day30,insecta-ant-colony5-day30,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day31,Spatial,89,2556,2.06741573,1.348569969,323.2273134,0.041319207,3,0.014031984,0.776011588,62.39756642,0.269150279,0.279111338,57.43820225,9,8.093186309,0.613801939,0.008574998,0.019592993,insecta-ant-colony5-day31,insecta-ant-colony5-day31,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day32,Spatial,66,1546,2.106060606,1.282051282,220.2295318,0.014833799,3,0.017120955,0.791775264,49.11985785,0.237673215,0.233100233,46.84848485,3,2.960225194,0.783204097,0.01216264,-0.035896863,insecta-ant-colony5-day32,insecta-ant-colony5-day32,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day33,Spatial,66,1485,2,1.307692308,219.8226286,0.046400707,2,0.016667471,0.774448269,47.53991298,0.23793219,0.230769231,45,7,6.199525859,0.689416905,0.011933076,-0.030664434,insecta-ant-colony5-day33,insecta-ant-colony5-day33,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day34,Spatial,66,1425,2,1.335664336,217.8533337,0.081221545,2,0.018635101,0.767254619,46.23725387,0.281420827,0.274125874,43.18181818,7,6.200388733,0.669521522,0.011696066,-0.017417432,insecta-ant-colony5-day34,insecta-ant-colony5-day34,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day35,Spatial,66,1506,2.106060606,1.300699301,216.7619931,0.042825158,3,0.015667893,0.794616138,48.50124165,0.22363623,0.205594406,45.63636364,5,4.515779237,0.690842729,0.012016133,0.004679596,insecta-ant-colony5-day35,insecta-ant-colony5-day35,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day36,Spatial,66,1554,2,1.275524476,211.7041374,0.042324454,2,0.031991329,0.811198105,49.85279807,0.226012658,0.26013986,47.09090909,2,1.992244018,0.726066559,0.012253051,-0.058371842,insecta-ant-colony5-day36,insecta-ant-colony5-day36,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day37,Spatial,66,1492,2,1.304428904,220.107177,0.078793557,2,0.014227601,0.77292859,47.53097723,0.258685107,0.258275058,45.21212121,9,8.169415319,0.688342047,0.011956717,-0.067077659,insecta-ant-colony5-day37,insecta-ant-colony5-day37,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day38,Spatial,66,1570,2.045454545,1.268997669,215.1599753,0.015717473,3,0.014567448,0.809329128,50.05032452,0.222008672,0.237296037,47.57575758,7,5.893710079,0.705862585,0.012303674,-0.035819553,insecta-ant-colony5-day38,insecta-ant-colony5-day38,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day39,Spatial,66,1501,2,1.3002331,217.0554813,0.032017074,2,0.017824987,0.791593375,48.31811893,0.25452528,0.254079254,45.48484848,9,7.494788626,0.62919147,0.012021988,-0.039744607,insecta-ant-colony5-day39,insecta-ant-colony5-day39,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day40,Spatial,66,1512,2,1.295104895,221.2813878,0.036162639,2,0.014199768,0.781737755,48.21095741,0.258260766,0.264335664,45.81818182,9,8.147005991,0.692457764,0.012045994,-0.042957308,insecta-ant-colony5-day40,insecta-ant-colony5-day40,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day41,Spatial,66,1508,2,1.296969697,219.5653692,0.057080408,2,0.012854958,0.779159266,47.97834556,0.252803415,0.266200466,45.6969697,10,9.517388878,0.700598227,0.012024976,-0.055261603,insecta-ant-colony5-day41,insecta-ant-colony5-day41,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5,ER,152,11363,1.407894737,1.009846636,335.9395397,0,2,1.03E-05,0.991168592,149.5957869,0.009361421,0.009846636,149.5131579,128,127.090264,0.956461098,0.006561193,-0.031071024,insecta-ant-colony5,insecta-ant-colony5,Yes,Physical_contact,video,Camponotus_fellah,41,Insecta,Very_fine
insecta-ant-colony6-day01,Spatial,164,10731,2,1.197142002,693.1731632,0.085246702,2,0.001238223,0.847561001,133.6710144,0.172493089,0.178737094,130.8658537,41,40.73911305,0.712018378,0.005170254,-0.018659127,insecta-ant-colony6-day01,insecta-ant-colony6-day01,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony6-day02,Spatial,164,10272,2,1.231482867,729.0229125,0.088661077,2,0.001612237,0.822572154,128.6214492,0.195120601,0.194673051,125.2682927,43,42.49014561,0.683243949,0.005028614,0.003384806,insecta-ant-colony6-day02,insecta-ant-colony6-day02,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony6-day03,Spatial,164,10090,2.024390244,1.245323956,709.2830875,0.065779633,3,0.00392255,0.831190531,128.2326454,0.20021716,0.21442466,123.0487805,20,19.916306,0.674420357,0.004988323,0.058354694,insecta-ant-colony6-day03,insecta-ant-colony6-day03,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony6-day04,Spatial,164,10313,2,1.228415382,714.924019,0.06978856,2,0.002464297,0.830601876,129.6187234,0.193640678,0.197740536,125.7682927,13,12.96289769,0.692933055,0.005047364,-0.007915095,insecta-ant-colony6-day04,insecta-ant-colony6-day04,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony6-day05,Spatial,164,10005,2,1.251458926,726.9004019,0.099697498,2,0.003146358,0.817409594,126.4024265,0.217457856,0.226919048,122.0121951,12,11.95293451,0.659060731,0.004956521,0.02174589,insecta-ant-colony6-day05,insecta-ant-colony6-day05,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony6-day06,Spatial,164,9726,2.012195122,1.272407601,742.406085,0.082146427,3,0.00299251,0.802816972,123.3883367,0.227345766,0.229387999,118.6097561,8,7.945972459,0.649008542,0.004876499,0.024890088,insecta-ant-colony6-day06,insecta-ant-colony6-day06,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony6-day07,Spatial,164,9860,2.018292683,1.26245698,738.0542189,0.100469021,3,0.003311503,0.805637624,124.513813,0.213562637,0.219362562,120.2439024,7,6.985120942,0.664295802,0.004912057,-0.0047577,insecta-ant-colony6-day07,insecta-ant-colony6-day07,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony6-day08,Spatial,164,9664,2.030487805,1.277270687,728.4106862,0.073184496,3,0.003614928,0.807151821,123.4120763,0.226565859,0.221756696,117.8536585,7,6.975210984,0.643083399,0.004863512,0.05758501,insecta-ant-colony6-day08,insecta-ant-colony6-day08,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony6-day09,Spatial,164,10774,2.012195122,1.193999701,671.4154767,0.049541362,3,0.002432123,0.865408925,135.6676931,0.150339863,0.163250037,131.3902439,9,8.987652689,0.729221847,0.005198723,0.023041971,insecta-ant-colony6-day09,insecta-ant-colony6-day09,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony6-day10,Spatial,164,9354,2.024390244,1.300389047,717.1414585,0.120488764,3,0.004512936,0.795921349,119.6888674,0.239491655,0.226544965,114.0731707,6,5.976214612,0.588804561,0.004777184,0.029653414,insecta-ant-colony6-day10,insecta-ant-colony6-day10,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony6-day11,Spatial,164,8042,2.292682927,1.403262008,762.3336855,0.173666628,3,0.013060448,0.721768665,103.9451571,0.306853258,0.275624719,98.07317073,1,0.997456919,0.503432477,0.004419998,0.064006619,insecta-ant-colony6-day11,insecta-ant-colony6-day11,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony6-day12,Spatial,143,6625,2.083916084,1.348566926,621.3297347,0.145558009,3,0.006562048,0.757241016,97.47322778,0.265105729,0.234807446,92.65734266,8,7.942020077,0.539798823,0.005277232,0.076416084,insecta-ant-colony6-day12,insecta-ant-colony6-day12,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony6-day13,Spatial,143,7068,2,1.303851078,618.3387765,0.125406673,2,0.005757759,0.783651221,103.2593373,0.250604732,0.261597557,98.85314685,15,14.9234253,0.593701798,0.005460555,0.042198586,insecta-ant-colony6-day13,insecta-ant-colony6-day13,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony6-day14,Spatial,143,7037,2,1.306904363,621.6031118,0.136434523,2,0.003515212,0.777844706,102.5078109,0.246084983,0.236481828,98.41958042,16,15.85834973,0.598048857,0.00544495,0.01610737,insecta-ant-colony6-day14,insecta-ant-colony6-day14,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony6-day15,Spatial,143,7098,2.041958042,1.301388752,603.7120949,0.100743557,3,0.004021499,0.792187474,104.0218095,0.235214274,0.223431498,99.27272727,5,4.985744988,0.58502228,0.005474283,0.074921775,insecta-ant-colony6-day15,insecta-ant-colony6-day15,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony6-day16,Spatial,143,6611,2.027972028,1.349157884,625.3250012,0.15007056,3,0.005045757,0.757619944,97.47110764,0.249700444,0.208017335,92.46153846,12,11.93850574,0.540244899,0.005277053,0.075846764,insecta-ant-colony6-day16,insecta-ant-colony6-day16,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony6-day17,Spatial,143,7178,2,1.293016842,609.898496,0.079565244,2,0.005329643,0.790998706,104.563678,0.243614832,0.257805575,100.3916084,13,12.94755518,0.606468106,0.00550672,0.01662702,insecta-ant-colony6-day17,insecta-ant-colony6-day17,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony6-day18,Spatial,143,7061,2,1.30454053,613.9679033,0.095350046,2,0.004758601,0.781347947,102.9704725,0.233060493,0.212991234,98.75524476,7,6.986153319,0.593008404,0.005456328,0.029697376,insecta-ant-colony6-day18,insecta-ant-colony6-day18,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony6-day19,Spatial,143,7209,2,1.289963558,619.8390018,0.087059289,2,0.00437678,0.789178244,104.9004996,0.236533133,0.233625529,100.8251748,9,8.956765035,0.621899058,0.005516835,0.031210111,insecta-ant-colony6-day19,insecta-ant-colony6-day19,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony6-day20,Spatial,143,6760,2.013986014,1.334285433,633.6087637,0.140809102,3,0.007549317,0.756829016,99.05214055,0.267480663,0.270806658,94.54545455,9,8.95462443,0.58670244,0.005334263,0.028728307,insecta-ant-colony6-day20,insecta-ant-colony6-day20,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony6-day21,Spatial,143,7121,2.020979021,1.298827933,622.1520236,0.095004981,3,0.003490459,0.780046742,103.4296459,0.240377463,0.235250665,99.59440559,10,9.954448163,0.608450379,0.005477564,0.008429525,insecta-ant-colony6-day21,insecta-ant-colony6-day21,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony6-day22,Spatial,118,4885,2.016949153,1.29248153,479.0983968,0.111517429,3,0.004717772,0.784931921,86.34187698,0.261050487,0.275242648,82.79661017,10,9.951688718,0.653296811,0.006689775,-0.005870605,insecta-ant-colony6-day22,insecta-ant-colony6-day22,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony6-day23,Spatial,118,4888,2,1.291902072,487.6353302,0.09553608,2,0.003412668,0.779843298,86.14040613,0.217193078,0.206431986,82.84745763,13,12.9445244,0.652454435,0.006684819,0.022208973,insecta-ant-colony6-day23,insecta-ant-colony6-day23,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony6-day24,Spatial,118,4536,2,1.342894394,480.2995311,0.117346842,2,0.010019422,0.759529941,81.64148389,0.295556276,0.317253368,76.88135593,15,14.72406819,0.600417719,0.006449203,0.014204202,insecta-ant-colony6-day24,insecta-ant-colony6-day24,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony6-day25,Spatial,118,4658,2.025423729,1.325510648,482.9395182,0.093070994,3,0.005710641,0.765260009,83.12800142,0.259065742,0.239750833,78.94915254,15,14.92591535,0.61347167,0.006528751,0.003212209,insecta-ant-colony6-day25,insecta-ant-colony6-day25,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony6-day26,Spatial,118,4842,2.016949153,1.298710705,483.7840254,0.089328843,3,0.005662936,0.784303406,86.21128328,0.236672482,0.238736781,82.06779661,11,10.91539345,0.668969925,0.006666824,0.014459216,insecta-ant-colony6-day26,insecta-ant-colony6-day26,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony6-day27,Spatial,118,4788,2.016949153,1.306533391,495.1729941,0.062761069,3,0.005353938,0.770380749,84.94721065,0.24820181,0.255106475,81.15254237,8,7.976395578,0.673658286,0.006617745,0.003433991,insecta-ant-colony6-day27,insecta-ant-colony6-day27,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony6-day28,Spatial,118,4784,2.016949153,1.307112849,491.9594567,0.051698597,3,0.003948457,0.772151205,84.92459256,0.233014606,0.212950891,81.08474576,12,11.95721757,0.665587676,0.006616358,0.001755391,insecta-ant-colony6-day28,insecta-ant-colony6-day28,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
